,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
393.0,34,2,98101,13,13,6,4,1,3,1,7688,0,45,26,0
394.0,34,0,196164,12,9,1,14,4,3,2,0,0,35,22,2
395.0,44,0,115562,10,10,6,9,1,3,1,0,0,40,22,2
396.0,45,0,96975,10,10,5,12,6,3,2,0,0,40,22,2
397.0,20,6,137300,12,9,1,8,5,3,2,0,0,35,22,2
398.0,25,0,86872,13,13,6,4,1,3,1,0,0,55,22,0
399.0,52,3,132178,13,13,6,4,1,3,1,0,0,50,22,0
400.0,20,0,416103,10,10,1,12,0,3,1,0,0,40,22,2
401.0,28,0,108574,10,10,1,14,4,3,2,0,0,40,22,2
402.0,50,2,288353,13,13,6,2,1,3,1,0,0,40,22,0
403.0,34,0,227689,14,11,5,9,4,3,2,0,0,64,22,2
404.0,28,0,166481,15,4,6,12,1,2,1,0,2179,40,38,2
405.0,41,0,445382,0,14,6,4,1,3,1,0,1977,65,22,0
406.0,28,0,110145,12,9,6,5,1,3,1,0,0,40,22,2
407.0,46,1,317253,12,9,6,7,1,3,1,0,0,25,22,2
408.0,28,6,123147,10,10,6,8,2,3,2,0,1887,40,22,0
409.0,32,0,364657,10,10,6,4,1,3,1,0,0,50,22,2
410.0,41,5,42346,10,10,5,14,4,5,2,0,0,24,22,2
411.0,24,0,241951,12,9,1,12,6,5,2,0,0,40,22,2
412.0,33,0,118500,10,10,5,4,6,3,2,0,0,40,22,2
413.0,46,0,188386,9,16,6,4,1,3,1,15024,0,60,22,0
414.0,31,2,1033222,10,10,6,13,1,3,1,0,0,40,22,2
415.0,35,0,92440,11,8,5,7,4,3,1,0,0,50,22,0
416.0,52,0,190762,8,2,6,13,1,3,1,0,0,40,3,2
417.0,30,0,426017,4,7,1,14,0,3,2,0,0,19,22,2
418.0,34,5,243867,4,7,0,13,4,5,1,0,0,40,22,2
419.0,34,2,240283,12,9,5,1,6,3,2,0,0,40,22,2
420.0,20,0,61777,10,10,6,3,1,3,1,0,0,30,22,2
421.0,17,0,175024,4,7,1,12,0,3,1,2176,0,18,22,2
422.0,32,2,92003,13,13,6,4,2,3,2,0,0,40,22,0
423.0,29,0,188401,12,9,5,0,4,3,1,0,0,40,22,2
424.0,33,0,228528,2,6,1,7,6,3,2,0,0,35,22,2
425.0,25,0,133373,12,9,6,1,1,3,1,0,0,60,22,2
426.0,36,7,255191,0,14,1,6,4,3,1,0,1408,40,22,2
427.0,23,0,204653,12,9,1,12,4,3,1,0,0,72,29,2
428.0,63,3,222289,12,9,6,4,1,3,1,0,0,40,22,0
429.0,47,5,287480,0,14,6,6,1,3,1,0,0,40,22,2
430.0,80,6,107762,12,9,2,8,4,3,1,0,0,24,22,2
431.0,17,6,202521,4,7,1,8,0,3,1,0,0,40,22,2
432.0,40,1,204116,13,13,4,6,4,3,2,2174,0,40,22,2
433.0,30,0,29662,1,12,6,14,2,3,2,0,0,25,22,0
434.0,27,0,116358,10,10,1,7,0,0,1,0,1980,40,19,2
435.0,33,0,208405,0,14,6,6,1,3,1,0,0,50,22,0
436.0,34,5,284843,12,9,1,0,4,5,1,594,0,60,22,2
437.0,34,5,117018,10,10,1,2,4,3,2,0,0,40,22,2
438.0,23,0,81281,10,10,6,5,1,3,1,0,0,40,22,2
439.0,42,5,340148,10,10,6,5,2,3,2,0,0,40,22,2
440.0,29,0,363425,13,13,1,6,4,3,1,0,0,40,22,2
441.0,45,0,45857,12,9,5,5,4,3,2,0,0,28,22,2
442.0,24,7,191073,12,9,1,15,0,3,1,0,0,40,22,2
443.0,44,0,116632,10,10,6,6,1,3,1,0,0,40,22,0
444.0,27,0,405855,7,5,1,7,5,3,1,0,0,40,3,2
445.0,20,0,298227,10,10,1,3,4,3,1,0,0,35,22,2
446.0,44,0,290521,12,9,2,4,6,5,2,0,0,40,22,2
447.0,51,0,56915,12,9,6,7,1,1,1,0,0,40,22,2
448.0,20,0,146538,12,9,6,13,1,3,1,0,0,40,22,2
449.0,17,6,258872,4,7,1,8,0,3,2,0,0,5,22,2
450.0,19,0,206399,12,9,1,13,0,5,2,0,0,40,22,2
451.0,45,3,197332,10,10,6,7,1,3,1,0,0,55,22,0
452.0,60,0,245062,12,9,6,7,1,3,1,0,0,40,22,0
453.0,42,0,197583,1,12,6,4,1,5,1,0,0,40,26,0
454.0,44,1,234885,12,9,6,3,2,3,2,0,0,40,22,0
455.0,40,0,72887,14,11,6,13,1,0,1,0,0,40,22,0
456.0,30,0,180374,12,9,6,4,2,3,2,0,0,40,22,2
457.0,38,0,351299,10,10,6,1,1,5,1,0,0,50,22,2
458.0,23,0,54012,12,9,6,1,1,3,1,0,0,60,22,2
459.0,32,6,115745,10,10,6,8,1,3,1,0,0,40,22,2
460.0,44,0,116632,1,12,1,0,0,3,1,0,0,40,22,2
461.0,54,5,288825,12,9,6,1,1,5,1,0,0,40,22,2
462.0,32,0,132601,13,13,6,6,1,3,1,0,0,50,22,2
463.0,50,0,193374,8,2,4,7,6,3,1,0,0,40,22,2
464.0,24,0,170070,13,13,1,9,4,3,2,0,0,20,22,2
465.0,37,0,126708,12,9,6,5,2,3,2,0,0,60,22,2
466.0,52,0,35598,12,9,5,1,6,3,1,0,0,40,22,2
467.0,38,0,33983,10,10,6,1,1,3,1,0,0,40,22,2
468.0,49,0,192776,0,14,6,4,1,3,1,0,1977,45,22,0
469.0,30,0,118551,13,13,6,9,2,3,2,0,0,16,22,0
470.0,60,0,201965,10,10,1,6,6,3,1,0,0,40,22,0
471.0,22,6,139883,10,10,1,8,0,3,1,0,0,40,22,2
472.0,35,0,285020,12,9,1,7,4,3,1,0,0,40,22,2
473.0,30,0,303990,12,9,1,1,4,3,1,0,0,60,22,2
474.0,67,0,49401,14,11,5,14,4,3,2,0,0,24,22,2
475.0,46,0,279196,13,13,1,7,4,3,2,0,0,40,22,2
476.0,17,0,211870,7,5,1,14,4,3,1,0,0,6,22,2
477.0,22,0,281432,10,10,1,12,0,3,1,0,0,30,22,2
478.0,27,0,161155,2,6,1,14,4,3,1,0,0,40,22,2
479.0,23,0,197904,12,9,1,14,6,3,2,0,0,35,22,2
480.0,33,0,111746,1,12,6,7,1,3,1,0,0,45,23,2
481.0,43,1,170721,10,10,6,7,1,3,1,0,0,20,22,2
482.0,28,2,70100,13,13,1,6,4,3,1,0,0,20,22,2
483.0,41,0,193626,12,9,4,7,6,3,2,0,0,40,22,2
484.0,52,6,271749,11,8,1,8,5,5,1,594,0,40,22,2
485.0,25,0,189775,10,10,4,5,0,5,2,0,0,20,22,2
486.0,63,6,401531,8,2,6,8,1,3,1,0,0,35,22,2
487.0,59,5,286967,12,9,6,1,1,3,1,0,0,45,22,2
488.0,45,5,164427,13,13,5,6,6,3,2,0,0,40,22,2
489.0,38,0,91039,13,13,6,3,1,3,1,15024,0,60,22,0
490.0,40,0,347934,12,9,1,14,4,3,2,0,0,35,22,2
491.0,46,7,371373,12,9,5,5,4,3,1,0,0,40,22,2
492.0,35,0,32220,1,12,1,4,4,3,2,0,0,60,22,2
493.0,34,0,187251,12,9,5,6,6,3,2,0,0,25,22,2
494.0,33,0,178107,13,13,1,7,0,3,1,0,0,20,22,2
495.0,41,0,343121,12,9,5,5,6,3,2,0,0,36,22,2
496.0,20,0,262749,10,10,1,13,0,3,1,0,0,40,22,2
497.0,23,0,403107,3,3,1,14,0,3,1,0,0,40,33,2
498.0,26,0,64293,10,10,1,6,4,3,2,0,0,35,22,2
499.0,72,6,303588,12,9,6,8,1,3,1,0,0,20,22,2
500.0,23,5,324960,12,9,1,0,4,3,1,0,0,40,40,2
501.0,62,5,114060,12,9,6,1,1,3,1,0,0,40,22,2
502.0,52,0,48925,10,10,6,5,1,3,1,0,0,40,22,2
503.0,58,0,180980,10,10,5,14,6,3,2,0,0,42,42,2
504.0,25,0,181054,13,13,1,3,4,3,2,0,0,40,22,2
505.0,24,0,388093,13,13,1,4,4,5,1,0,0,40,22,2
506.0,19,0,249609,10,10,1,2,0,3,1,0,0,8,22,2
507.0,43,0,112131,10,10,6,4,1,3,1,0,0,40,22,2
508.0,47,5,543162,12,9,0,5,6,5,2,0,0,40,22,2
509.0,39,0,91996,12,9,5,14,6,3,2,0,0,40,22,2
510.0,49,0,141944,14,11,4,12,6,3,1,0,1380,42,22,2
511.0,53,6,251804,3,3,2,8,6,5,2,0,0,30,22,2
512.0,32,0,37070,14,11,1,7,4,3,1,0,0,45,22,2
513.0,34,0,337587,10,10,6,6,1,3,1,0,0,50,22,0
514.0,28,0,189346,12,9,5,7,4,3,1,0,0,45,22,2
515.0,57,6,222216,14,11,2,8,6,3,2,0,0,38,22,2
516.0,25,0,267044,10,10,1,5,4,1,2,0,0,20,22,2
517.0,20,6,214635,10,10,1,8,0,3,1,0,0,24,22,2
518.0,21,6,204226,10,10,1,8,6,3,2,0,0,35,22,2
519.0,34,0,108116,13,13,6,6,1,3,1,0,0,50,22,0
520.0,38,3,99146,13,13,6,4,1,3,1,15024,0,80,22,0
521.0,50,0,196232,12,9,6,4,1,3,1,7688,0,50,22,0
522.0,24,5,248344,10,10,5,12,4,5,1,0,0,50,22,2
523.0,37,5,186035,10,10,6,9,1,3,1,0,0,45,22,0
524.0,44,0,177905,10,10,5,13,6,3,1,0,0,58,22,0
525.0,28,0,85812,10,10,6,3,2,3,2,0,0,40,22,2
526.0,42,0,221172,13,13,6,4,1,3,1,0,0,40,22,0
527.0,74,0,99183,10,10,5,5,4,3,2,0,0,9,22,2
528.0,38,1,190387,12,9,6,7,1,3,1,0,0,50,22,2
529.0,44,1,202692,0,14,6,6,1,3,1,0,0,40,22,2
530.0,44,0,109339,4,7,5,13,6,2,2,0,0,46,38,2
531.0,26,0,108658,12,9,1,13,4,3,1,0,0,40,22,2
532.0,36,0,197202,12,9,6,14,1,5,1,0,0,40,22,2
533.0,41,0,101739,1,12,6,4,2,3,2,0,0,50,22,0
534.0,67,0,231559,6,15,6,6,1,3,1,20051,0,48,22,0
535.0,39,5,207853,11,8,6,9,1,3,1,0,0,50,22,2
536.0,57,0,190942,8,2,2,11,4,5,2,0,0,30,22,2
537.0,29,0,102345,14,11,0,7,4,3,1,0,0,40,22,2
538.0,31,3,41493,13,13,1,0,4,3,2,0,0,45,22,2
539.0,34,6,190027,12,9,1,8,6,5,2,0,0,40,22,2
540.0,44,0,210525,10,10,6,1,1,3,1,0,0,40,22,2
541.0,29,0,133937,9,16,1,6,0,3,1,0,0,40,22,2
542.0,30,0,237903,10,10,1,12,6,3,2,0,0,40,22,2
543.0,27,0,163862,12,9,1,1,4,3,1,0,0,40,22,2
544.0,27,0,201872,10,10,6,3,1,3,1,0,0,50,22,2
545.0,32,0,84179,12,9,1,12,4,3,2,0,0,45,22,2
546.0,58,0,51662,2,6,6,14,2,3,2,0,0,8,22,2
547.0,35,5,233327,10,10,6,2,1,3,1,0,0,40,22,2
548.0,21,0,259510,12,9,1,12,0,3,1,0,0,36,22,2
549.0,28,0,184831,10,10,1,7,6,3,1,0,0,40,22,2
550.0,46,1,245724,10,10,5,4,4,3,1,0,0,50,22,2
551.0,36,1,27053,12,9,0,14,6,3,2,0,0,40,22,2
552.0,72,0,205343,4,7,2,5,6,3,2,0,0,40,22,2
553.0,35,0,229328,12,9,6,13,2,5,2,0,0,40,22,2
554.0,33,7,319560,14,11,5,7,6,5,2,0,0,40,22,0
555.0,69,0,136218,4,7,1,13,4,3,2,0,0,40,22,2
556.0,35,0,54576,12,9,6,13,1,3,1,0,0,40,22,2
557.0,31,0,323069,12,9,0,5,6,3,2,0,0,20,26,2
558.0,34,0,148291,12,9,6,9,2,3,2,0,0,32,22,2
559.0,30,0,152453,4,7,6,14,1,3,1,0,0,40,3,2
560.0,28,0,114053,13,13,1,1,4,3,1,0,0,55,22,2
561.0,54,0,212960,13,13,6,3,1,3,1,0,0,35,22,0
562.0,47,0,264052,10,10,6,6,1,3,1,0,0,50,22,0
563.0,24,0,82804,12,9,1,12,6,5,2,0,0,40,22,2
564.0,52,1,334273,13,13,6,6,1,3,1,0,0,60,22,0
565.0,20,0,27337,12,9,1,12,0,1,1,0,0,48,22,2
566.0,43,3,188436,0,14,6,4,1,3,1,5013,0,45,22,2
567.0,45,0,433665,15,4,0,14,6,3,2,0,0,40,3,2
568.0,29,1,110663,12,9,0,7,4,3,1,0,0,35,22,2
569.0,47,0,87490,0,14,5,4,6,3,1,0,0,42,22,2
570.0,24,0,354351,12,9,1,7,0,3,1,0,0,40,22,2
571.0,51,0,95469,12,9,6,6,1,3,1,0,0,40,22,2
572.0,17,0,242718,4,7,1,3,0,3,1,0,0,12,22,2
573.0,37,0,22463,14,11,6,7,1,3,1,0,1977,40,22,0
574.0,27,0,158156,9,16,1,6,4,3,2,0,0,70,22,2
575.0,29,0,350162,13,13,6,4,2,3,1,0,0,40,22,0
576.0,18,6,165532,11,8,1,8,0,3,1,0,0,25,22,2
577.0,36,1,28738,1,12,5,3,6,3,2,0,0,35,22,2
578.0,58,5,283635,13,13,1,6,4,3,2,0,0,40,22,2
579.0,26,1,86646,10,10,6,7,1,3,1,0,0,45,22,2
580.0,65,6,195733,10,10,6,8,1,3,1,0,0,30,22,0
581.0,57,0,69884,12,9,6,3,1,3,1,0,0,40,22,0
582.0,59,0,199713,12,9,6,7,1,3,1,0,0,40,22,2
583.0,27,0,181659,12,9,6,13,1,3,1,0,0,40,22,2
584.0,31,1,340939,13,13,1,9,4,3,1,0,0,40,22,2
585.0,21,0,197747,10,10,1,3,0,3,2,0,0,24,22,2
586.0,29,0,34292,10,10,1,5,4,3,1,0,0,60,22,2
587.0,18,0,156764,4,7,1,14,0,3,1,0,0,40,22,2
588.0,52,0,25826,2,6,6,7,1,3,1,0,1887,47,22,0
589.0,57,3,103948,13,13,5,6,4,3,1,0,0,80,22,2
590.0,42,6,137390,12,9,6,8,1,3,1,0,0,40,22,2
591.0,55,6,105138,12,9,6,8,2,0,2,0,0,40,22,2
592.0,60,0,39352,15,4,1,1,4,3,1,0,0,48,22,0
593.0,31,0,168387,13,13,6,6,1,3,1,7688,0,40,13,0
594.0,23,0,117789,13,13,1,5,0,3,2,0,0,40,22,2
595.0,27,0,267147,12,9,1,3,0,3,1,0,0,40,22,2
596.0,23,6,99399,10,10,1,8,6,1,2,0,0,25,22,2
597.0,42,1,214242,6,15,6,6,1,3,1,0,1902,50,22,0
598.0,25,0,200408,10,10,1,9,4,3,1,2174,0,40,22,2
599.0,49,0,136455,13,13,1,6,4,3,2,0,0,45,22,2
600.0,32,0,239824,13,13,1,9,4,3,1,0,0,40,22,2
601.0,19,0,217039,10,10,1,5,0,3,1,0,0,28,22,2
602.0,60,0,51290,15,4,5,14,4,3,2,0,0,40,22,2
603.0,42,5,175674,7,5,6,14,1,3,1,0,0,40,22,2
604.0,35,1,194404,1,12,1,0,4,3,1,0,0,40,22,2
605.0,48,0,45612,12,9,1,5,6,5,2,0,0,37,22,2
606.0,51,0,410114,0,14,6,7,1,3,1,0,0,40,22,0
607.0,29,0,182521,12,9,1,7,4,1,1,0,0,40,22,2
608.0,36,5,339772,12,9,0,4,4,5,1,0,0,40,22,2
609.0,17,0,169658,2,6,1,14,0,3,2,0,0,21,22,2
610.0,52,0,200853,0,14,5,6,4,3,2,6849,0,60,22,2
611.0,24,0,247564,12,9,1,7,4,3,1,0,0,40,22,2
612.0,24,0,249909,12,9,6,12,1,3,1,0,0,50,22,2
613.0,26,5,208122,13,13,1,6,0,3,1,1055,0,40,22,2
614.0,27,0,109881,13,13,1,14,0,3,2,0,0,20,22,2
615.0,39,0,207824,12,9,1,12,0,3,1,0,0,60,22,2
616.0,30,0,369027,12,9,6,1,1,5,1,0,0,45,22,2
617.0,50,1,114117,12,9,6,4,1,3,1,0,0,32,22,2
618.0,52,3,51048,13,13,6,3,1,3,1,0,0,55,22,2
619.0,46,0,102388,6,15,6,6,1,3,1,15024,0,45,22,0
620.0,23,0,190483,13,13,1,3,0,3,2,0,0,20,22,2
621.0,45,0,462440,4,7,2,14,4,5,2,0,0,20,22,2
622.0,65,0,109351,7,5,2,11,6,5,2,0,0,24,22,2
623.0,29,0,34383,14,11,6,1,1,3,1,0,0,55,22,2
624.0,47,0,241832,7,5,4,12,6,3,1,0,0,40,33,2
625.0,30,0,124187,12,9,1,0,0,5,1,0,0,60,22,2
626.0,34,0,153614,12,9,6,3,1,3,1,0,0,45,22,0
627.0,38,1,267556,12,9,6,3,1,3,1,0,0,64,22,2
628.0,33,0,205469,10,10,6,4,1,3,1,0,0,40,22,0
629.0,49,0,268090,13,13,6,3,1,3,1,0,0,26,22,0
630.0,47,1,165039,10,10,1,14,6,5,2,0,0,40,22,2
631.0,49,5,120451,2,6,0,14,6,5,2,0,0,40,22,2
632.0,43,0,154374,10,10,6,7,1,3,1,15024,0,60,22,0
633.0,30,0,103649,13,13,6,5,2,5,2,0,0,40,22,0
634.0,58,1,35723,12,9,6,7,1,3,1,0,0,60,22,2
635.0,19,0,262601,12,9,1,14,0,3,2,0,0,14,22,2
636.0,21,0,226181,13,13,1,12,4,3,1,0,0,40,22,2
637.0,33,0,175697,13,13,6,4,1,3,1,15024,0,60,22,0
638.0,47,3,248145,3,3,6,1,1,3,1,0,0,50,15,2
639.0,52,1,289436,9,16,6,6,1,3,1,0,0,60,22,0
640.0,26,0,75654,12,9,5,7,4,3,1,0,0,55,22,2
641.0,60,0,199378,12,9,6,7,1,3,1,0,0,40,22,2
642.0,21,0,160968,10,10,1,12,0,3,1,0,0,40,22,2
643.0,36,0,188563,10,10,6,3,1,3,1,5178,0,50,22,0
644.0,31,0,55849,10,10,6,7,1,3,1,0,0,45,22,2
645.0,50,3,195322,9,16,0,6,4,3,1,0,0,40,22,0
646.0,31,5,402089,12,9,5,5,6,3,2,0,0,40,22,2
647.0,71,0,78277,12,9,6,7,1,3,1,0,0,15,22,2
648.0,58,6,158611,12,9,6,8,1,3,1,0,0,50,22,2
649.0,30,2,169496,13,13,6,9,1,3,1,0,0,40,22,0
650.0,20,0,130959,10,10,1,14,0,3,1,0,0,20,22,2
651.0,24,0,556660,12,9,1,4,5,3,1,4101,0,50,22,2
652.0,35,0,292472,9,16,6,6,1,0,1,0,0,40,32,0
653.0,38,2,143774,10,10,0,4,4,3,2,0,0,45,22,2
654.0,27,0,288341,12,9,1,13,0,3,2,0,0,32,22,2
655.0,29,2,71592,10,10,1,5,6,0,2,0,0,40,19,2
656.0,70,6,167358,7,5,2,8,6,3,2,1111,0,15,22,2
657.0,34,0,106742,12,9,6,7,1,3,1,0,0,45,22,2
658.0,44,0,219288,15,4,6,7,1,3,1,0,0,35,22,2
659.0,43,0,174524,12,9,6,13,1,3,1,0,0,40,22,0
660.0,44,1,335183,11,8,6,12,1,5,1,0,0,40,22,0
661.0,35,0,261293,0,14,1,3,4,3,1,0,0,60,22,2
662.0,27,0,111900,10,10,1,6,4,3,1,0,0,40,22,2
663.0,43,5,194360,0,14,1,6,4,3,1,0,0,38,22,2
664.0,20,0,81145,10,10,1,3,4,3,2,0,0,25,22,2
665.0,42,0,341204,1,12,5,6,6,3,2,8614,0,40,22,0
666.0,27,2,249362,10,10,6,1,1,3,1,3411,0,40,22,2
667.0,42,0,247019,12,9,6,7,1,5,1,0,0,40,22,0
668.0,20,6,114746,4,7,4,8,0,0,2,0,1762,40,0,2
669.0,24,0,172146,7,5,1,13,4,3,1,0,1721,40,22,2
670.0,48,7,110457,10,10,5,4,4,3,1,0,0,40,22,2
671.0,17,6,80077,4,7,1,8,0,3,2,0,0,20,22,2
672.0,17,1,368700,4,7,1,0,0,3,1,0,0,10,22,2
673.0,33,0,182556,13,13,6,4,1,3,1,0,0,40,22,0
674.0,50,3,219420,12,9,6,3,1,3,1,0,0,50,22,0
675.0,22,0,240817,12,9,1,3,0,3,2,2597,0,40,22,2
676.0,17,0,102726,11,8,1,14,0,3,1,0,0,16,22,2
677.0,32,0,226267,10,10,6,5,1,3,1,0,0,40,3,2
678.0,31,0,125457,12,9,1,7,4,3,1,0,0,45,22,2
679.0,58,1,204021,12,9,2,4,4,3,1,0,0,50,22,2
680.0,29,5,92262,12,9,1,2,0,3,1,0,0,48,22,2
681.0,37,0,161141,14,11,6,7,1,3,1,0,0,40,23,0
682.0,34,1,190290,12,9,6,7,1,3,1,0,0,40,22,0
683.0,23,5,430828,10,10,0,4,6,5,1,0,0,40,22,2
684.0,18,2,59342,4,7,1,5,0,3,2,0,0,5,22,2
685.0,34,0,136721,12,9,5,4,4,3,2,0,0,40,22,2
686.0,66,6,149422,15,4,1,8,4,3,1,0,0,4,22,2
687.0,45,5,86644,13,13,6,6,2,3,2,0,0,55,22,2
688.0,41,0,195124,0,14,1,4,4,3,1,0,0,35,29,2
689.0,26,0,167350,12,9,1,14,5,3,1,0,0,30,22,2
690.0,54,5,113000,10,10,6,0,1,3,1,0,0,40,22,2
691.0,24,0,140027,10,10,1,13,0,5,2,0,0,45,22,2
692.0,42,0,262425,10,10,6,6,1,3,1,0,0,50,22,2
693.0,20,0,316702,10,10,1,6,0,3,1,0,0,20,22,2
694.0,23,2,335453,13,13,1,9,4,3,2,0,0,20,22,2
695.0,25,6,202480,1,12,1,8,5,3,1,0,0,45,22,2
696.0,35,0,203628,0,14,1,6,4,3,1,0,0,60,22,0
697.0,31,0,118710,0,14,6,9,1,3,1,0,1902,40,22,0
698.0,30,0,189620,13,13,1,6,0,3,2,0,0,40,40,2
699.0,19,0,475028,12,9,1,3,0,3,2,0,0,20,22,2
700.0,36,5,110866,13,13,1,6,4,3,1,0,0,50,22,2
701.0,31,0,243605,13,13,2,3,6,3,2,0,1380,40,15,2
702.0,21,0,163870,10,10,1,12,0,3,1,0,0,30,22,2
703.0,31,1,80145,10,10,6,7,1,3,1,0,0,40,22,2
704.0,46,0,295566,9,16,5,6,6,3,2,25236,0,65,22,0
705.0,44,0,63042,13,13,5,4,0,3,2,0,0,50,22,0
706.0,40,0,229148,11,8,6,14,1,5,1,0,0,40,24,2
707.0,45,0,242552,10,10,1,3,4,5,1,0,0,40,22,2
708.0,60,0,177665,12,9,6,7,1,3,1,0,0,35,22,2
709.0,18,0,208103,4,7,1,14,5,3,1,0,0,25,22,2
710.0,28,0,296450,13,13,6,6,1,3,1,0,0,40,22,2
711.0,36,0,70282,10,10,5,5,6,5,2,0,0,40,22,2
712.0,36,0,271767,13,13,0,6,4,3,1,0,0,40,26,2
713.0,40,0,144995,14,11,6,9,1,3,1,4386,0,40,22,2
714.0,36,5,382635,13,13,5,5,6,3,2,0,0,35,14,2
715.0,31,0,295697,12,9,0,14,6,5,2,0,0,40,22,2
716.0,33,0,194141,12,9,6,13,1,3,1,0,0,40,22,2
717.0,19,2,378418,12,9,1,9,0,3,2,0,0,40,22,2
718.0,22,0,214399,10,10,1,3,0,3,2,0,0,15,22,2
719.0,34,0,217460,13,13,6,4,1,3,1,0,0,45,22,0
720.0,33,0,182556,12,9,1,14,4,3,1,0,0,40,22,2
721.0,41,0,125831,12,9,6,7,1,3,1,0,2051,60,22,2
722.0,29,0,271328,13,13,1,6,4,3,1,4650,0,40,22,2
723.0,50,5,50459,12,9,6,4,1,3,1,0,0,42,22,0
724.0,42,0,162140,13,13,6,4,1,3,1,7298,0,45,22,0
725.0,43,0,177937,13,13,1,6,4,3,1,0,0,40,26,0
726.0,44,0,111502,12,9,6,3,2,3,2,0,0,40,22,2
727.0,20,0,299047,10,10,1,14,4,3,2,0,0,20,22,2
728.0,31,0,223212,12,9,6,14,1,3,1,0,0,40,3,2
729.0,65,1,118474,4,7,6,4,1,3,1,9386,0,59,26,0
730.0,23,0,352139,10,10,1,14,4,3,2,0,0,24,22,2
731.0,55,0,173093,10,10,5,5,4,0,2,0,0,40,22,2
732.0,26,0,181655,14,11,6,5,1,3,1,0,2377,45,22,2
733.0,25,0,332702,14,11,1,14,0,3,2,0,0,15,22,2
734.0,45,6,51164,10,10,6,8,2,5,2,0,0,40,22,2
735.0,35,0,234901,10,10,6,7,1,3,1,2407,0,40,22,2
736.0,36,0,131414,10,10,1,3,4,5,2,0,0,36,22,2
737.0,43,2,260960,13,13,6,6,1,3,1,0,0,50,22,2
738.0,56,0,156052,12,9,2,14,6,5,2,594,0,20,22,2
739.0,42,0,279914,13,13,6,9,1,3,1,0,0,40,22,0
740.0,19,0,192453,10,10,1,14,5,3,2,0,0,25,22,2
741.0,55,1,200939,12,9,6,1,1,3,1,0,0,72,22,2
742.0,42,0,151408,0,14,1,4,4,3,2,14084,0,50,22,0
743.0,26,0,112847,14,11,1,9,0,3,1,0,0,40,22,2
744.0,17,0,316929,11,8,1,12,0,3,1,0,0,20,22,2
745.0,42,5,126319,13,13,6,6,2,3,2,0,0,40,22,0
746.0,55,0,197422,12,9,6,1,1,3,1,7688,0,40,22,0
747.0,32,0,267736,10,10,1,5,0,5,2,0,0,40,22,2
748.0,29,0,267034,4,7,1,7,0,5,1,0,0,40,41,2
749.0,46,2,193047,13,13,6,6,1,3,1,0,0,37,22,2
750.0,29,2,356089,13,13,6,4,1,3,1,7688,0,40,22,0
751.0,22,0,223515,13,13,1,6,6,3,1,0,0,20,22,2
752.0,58,1,87510,2,6,6,7,1,3,1,0,0,40,22,2
753.0,23,0,145111,12,9,1,1,6,3,1,0,0,50,22,2
754.0,39,0,48093,12,9,1,12,4,3,1,0,0,40,22,2
755.0,27,0,31757,14,11,1,7,0,3,1,0,0,38,22,2
756.0,54,0,285854,12,9,6,1,1,3,1,0,0,40,22,0
757.0,33,5,120064,13,13,1,6,4,3,2,0,0,45,22,2
758.0,46,7,167381,12,9,6,5,2,3,2,0,0,40,22,0
759.0,37,0,103408,12,9,1,0,4,5,1,0,0,40,22,2
760.0,36,0,101460,12,9,1,14,4,3,2,0,0,18,22,2
761.0,59,5,420537,12,9,6,5,2,3,2,0,0,38,22,0
762.0,34,5,119411,12,9,5,2,6,3,1,0,0,40,23,2
763.0,53,3,128272,9,16,6,4,1,3,1,0,0,70,22,0
764.0,51,0,386773,13,13,1,3,4,3,1,0,0,55,22,0
765.0,32,0,283268,2,6,0,14,6,3,2,0,0,42,22,2
766.0,31,2,301526,10,10,4,14,5,3,1,0,0,40,22,2
767.0,22,0,151790,10,10,6,3,2,3,2,0,0,30,39,2
768.0,47,1,106252,13,13,5,3,4,3,2,0,0,50,22,2
769.0,32,0,188557,12,9,1,13,4,3,1,0,0,40,22,2
770.0,26,0,171114,10,10,1,0,4,3,2,0,0,38,22,2
771.0,37,0,327323,3,3,0,0,4,3,1,0,0,32,36,2
772.0,31,0,244147,12,9,5,7,6,3,1,0,0,55,22,2
773.0,37,0,280282,14,11,6,9,2,3,2,0,0,24,22,0
774.0,55,0,116442,12,9,1,3,4,3,1,0,0,38,22,2
775.0,23,5,282579,14,11,5,9,4,3,1,0,0,56,22,2
776.0,36,0,51838,10,10,5,5,6,3,2,0,0,40,22,2
777.0,34,0,73585,0,14,6,6,1,3,1,0,0,40,26,2
778.0,43,0,226902,13,13,6,3,1,3,1,0,0,50,22,0
779.0,54,0,279129,10,10,1,9,4,3,1,0,0,40,22,2
780.0,43,2,146908,10,10,6,7,1,3,1,0,0,40,26,2
781.0,28,0,196690,14,11,1,13,4,3,2,0,1669,42,22,2
782.0,40,0,130760,14,11,6,4,1,3,1,0,0,50,22,0
783.0,41,1,49572,10,10,6,4,1,3,1,0,0,60,22,2
784.0,40,0,237601,13,13,1,3,4,2,2,0,0,55,22,0
785.0,42,0,169628,10,10,5,5,4,5,2,0,0,38,22,2
786.0,61,1,36671,12,9,6,0,1,3,1,0,2352,50,22,2
787.0,18,0,231193,11,8,1,13,0,3,1,0,0,30,22,2
788.0,59,6,192130,12,9,6,8,1,3,1,0,0,16,22,2
